order,brand,biller
326,遇见小面,"['遇见小面', '遇见小面-深圳', '遇见小面-储值', '遇见', '遇见小面-深圳2', '相遇小面', '初见小面', '遇茶见面', '渝见小面', '相遇小面（园岭店）', '相遇小面（佐阾1866店）', '相遇小面（新洲店）']"
327,大娘水饺,"['二大娘水饺景田店', '大郎水饺']"
328,金记猪肚鸡,"['张金记猪肚鸡', '猪肚鸡', '猪', '久记猪肚鸡', '庭记猪肚鸡', '华记猪肚鸡', '长记猪肚鸡', '罗记猪肚鸡', '诚记猪肚鸡', '张记猪肚鸡', '祥记猪肚鸡', '吴记猪肚鸡', '财记猪肚鸡', '伟记猪肚鸡', '金筷子猪肚鸡', '福锦记猪肚鸡', '福旺记猪肚鸡', '祥记猪肚鸡（西乡店）', '福记猪肚鸡汤饭深圳万悦城店', '深圳市福田区老王煌记猪肚鸡店', '罗记猪肚鸡石锅鱼纸包鱼', '深圳市伟记猪肚鸡玉律店', '彪记猪肚鸡（嘉宾东路店）', '华记猪肚鸡砂锅粥深圳沙井路店', '深圳市黄记猪肚鸡', '金牌猪肚鸡深圳罗湖店', '东记猪肚鸡（海城分店）', '上品皇记猪肚鸡（民治店）', '球记猪肚鸡（刘婉）', '深圳市龙岗区南湾福顺记猪肚鸡火锅', '旺记猪肚鸡（高科利店）', '煌记猪肚鸡（喜荟城店）', '龙鑫记猪肚鸡凤凰店', '深圳市坪山新区宏记猪肚鸡餐厅', '申记猪肚鸡·椰子鸡（珠光店）', '好强记猪肚鸡深圳五和店', '陆河丰记猪肚鸡南联店', '潮豪好友记猪肚鸡深圳沙头角店', '煌记猪肚鸡（水围店）', '福望记猪肚鸡椰子鸡', '煌记猪肚鸡（布吉店）', '刘记猪肚鸡石锅鱼餐饮店', '旺记猪肚鸡深圳深南中路店', '福鑫记猪肚鸡(桂芳园店)', '福鑫记猪肚鸡(龙岗中心城店)', '福鑫记猪肚鸡(红山6979店)']"
332,茶话弄,"['茶话弄（深圳皇庭广场店）', '茶话弄（深圳连城新天地店）']"
333,谷田稻香,['稻香']
335,猪角·闽南猪脚饭,"['猪脚饭', '南', '猪脚饭店', '猪角猪脚饭（深圳创维店）']"
336,东方饺子王,"['深圳市宝安区西乡东方饺子王', '方', '关东饺子王', '北方饺子王', '老北方饺子王', '旺角北方饺子王（新洲店）', '富旺角北方饺子王（梅林店）']"
337,裕鼎鲜,"['裕', '鼎']"
338,顺德火焰醉鹅,"['顺德火焰醉鹅', '顺德火焰醉鹅坊', '鹅来顺顺德火焰醉鹅', '火焰醉鹅', '顺', '顺德火焰醉鹅深圳双龙店', '顺德火焰醉鹅新桥分店', '龙记顺德火焰醉鹅']"
339,清心堂,"['清心堂', '清', '心', '心.']"
340,李与白包子,"['李与白包子铺（竹坑店）', '李与白包子铺（正大城店）', '白', '包子哥', '包子摊', '包子宴']"
341,满宝馄饨,['宝']
342,思必客,['思']
343,津品汤包,"['津品汤包', '深圳市津品汤包', '津品汤包深圳坪环店', '津品汤包深圳坪山店', '津品汤包深圳店', '深圳津品汤包（塘下涌店）', '津品汤包深圳共和店', '津品汤包久久红深圳市西丽店', '津品汤包（南园店）', '福鑫津品汤包', '向南路汉京山津品汤包店', '津品汤包深圳南山店', '津品汤包深圳布吉店', '津品汤包深圳宝安店', '津品汤包深圳学苑大道店', '津品汤包深圳港前路店', '津品汤包深圳海上世界店', '津品汤包南山村店', '深圳市津品汤包南光路店', '津品汤包深圳平安路店', '深圳市津品汤包桥头店', '津品汤包（楼村花园店）', '深圳市龙华区津品汤包君子布店', '津品汤包深圳龙华宝能店', '津品汤包光祖北路店', '津品汤包天瑞工业园店', '深圳市宝安区石岩街道朱记津品汤包店', '津品汤包深圳鹤洲店', '津品汤包深圳悦和路店', '津品汤包深圳航城路店', '深圳津品汤包固戍店', '津品汤包大浪店', '津品汤包深圳学府路店', '深圳市宝安区百记津品汤包店', '深圳津品汤包怀德店', '深圳市宝安区阿连津品汤包店', '津品汤包丨坪山坑梓店', '津品汤包龙华店', '深圳市宝安区南记津品汤包店', '津品汤包深圳勋业街店', '津品汤包深圳兴海购物广场店', '津品汤包石磨肠粉月亮湾店', '深圳市南山区津品汤包', '塘水围津品汤包', '津品汤包（金汐府店)', '三洋湖津品汤包', '津品汤包深圳富源居店', '深圳市坪山区朱超凡津品汤包店', '津品汤包深圳塘水围村', '深圳市津品汤包吉祥店', '津品汤包马安山店', '深圳津品汤包', '津品汤包深圳步涌店', '津品汤包老围店', '（戴利麟汤包店）津品汤包', '津品汤包固成店', '津品汤包深圳市光明区', '津品汤包新沙店', '深圳市宝安区小月津品汤包店', '刘记津品汤包店', '深圳市津品汤包长春中路店', '津品汤包，福永店', '津品汤包民福路店', '津品汤包(三洋湖店)', '结红津品汤包', '津品汤包(晨光路店)', '深圳市龙岗王火华津品汤包小吃店', '杨生津品汤包', '津品汤包（五联科研路店）', '津品汤包莲塘工业园', '大洋路津品汤包', '津品汤包重庆小面肠粉', '深圳市罗湖区超哥津品汤包店', '津品汤包南坑村店', '津品汤包1', '津品汤包子', '津品汤', '深圳市天津汤包', '粮品汤包', '精品汤包', '尚品汤包', '品尚汤包', '蒸品汤包', '忆品汤包', '鲜品汤包', '品鲜汤包', '品轩汤包']"
346,蟹煲王,"['稚味1号肉蟹煲', '巴啦嘴肉蟹煲', '老船长肉蟹煲', '爪八戈肉蟹煲', '蜀味虾蟹煲']"
347,Tims咖啡,"['Tim', 'Ms', 'MOS咖啡']"
350,霸蛮牛肉粉,['牛肉粉']
351,辣食尚,['食尚']
352,星伦多海鲜自助餐厅,"['自助餐厅', '自助餐', '领鲜海鲜自助餐厅']"
353,姜虎东白丁烤肉,"['姜', '姜虎东白丁']"
354,大米先生,"['大米先生', '大米先生中式简餐', '大米先生红银路店', '大米先生平湖店', '大米先生大唐店', '大米先生(中科纳能大厦店)', '大米先生(博今国际店)', '大米先生(汇邦中心店)', '大米先生(同泰时代广场店)', '大米先生(丰盛町店)', '大米先生(龙岗万科广场店)', '大米先生(龙华壹方天地店)', '大米先生(海雅缤纷城店)', '大米先生(万科云城店)', '大米先生(地王大厦店)', '待大米先生确认收款', '大米先生(创维大厦店)', '米饭先生', '大饼先生', '米范先生', '大山先生', '大碗先生']"
356,森林子,"['森林子', 'SUNLTH森林子', '森林子（福田沙尾店）', 'SUNLTH森林子（布吉店）', 'SUNLTH森林子（大浪店）', 'SUNLTH森林子（科技园店）', 'SUNLTH森林子（深圳洪浪北店）', 'SUNLTH森林子（皇庭广场店）', 'SUNLTH森林子（坂田北店）', '林子', 'SUNLTH森林子（东门太阳广场店）', 'SUNLTH森林子（坪洲店）', 'SUNLTH森林子（深圳水围店）', 'SUNLTH森林子（宝安固戍店）', 'SUNLTH森林子(深圳来福士店)', 'SUNLTH森林子（cocopark店）', 'SUNLTH森林子（民治百易广场店）', 'SUNLTH森林子(水贝IBC店)', 'SUNLTH森林子（万科云城店）', 'SUNLTH森林子（福田宝树台店）', '森林电子', '沙井沃尔玛淘气森林', '周道冷冻森林', '深圳市光明区桃气森林']"
357,小柒对·粉面卤,['柒']
358,鱼拿酸菜鱼,"['鱼拿酸菜鱼', '鱼拿酸菜鱼光明店', '鱼拿酸菜鱼白石洲店', '鱼拿酸菜鱼深圳华南城店', '鱼拿酸菜鱼（龙华福景店）', '鱼拿酸菜鱼（福海店）', '鱼拿酸菜鱼宝安固戍店', '鱼拿酸菜鱼灵芝店', '鱼拿酸菜鱼（地王店）', '鱼拿酸菜鱼（沙井店）', '鱼拿酸菜鱼（鱼拿酸菜鱼科兴店）', '鱼拿酸菜鱼（丹竹头店）', '鱼拿酸菜鱼米饭', '鱼你酸菜鱼', '鱼悦酸菜鱼', '鱼腾阁酸菜鱼', '小鱼号酸菜鱼', '俏鱼郎酸菜鱼', '江鱼儿酸菜鱼', '渔语鱼酸菜鱼专门店', '爱鱼者酸菜鱼店（邦凯城店）', '深圳市龙华区爱上你的鱼酸菜鱼餐厅', '渔语鱼酸菜鱼专门店-欢乐港湾店', '渔语鱼酸菜鱼专门店-深业上城店', '深圳市龙华区慕鱼湾酸菜鱼店', '慕鱼湾酸菜鱼深圳龙华街店', '渔语鱼酸菜鱼专门店-中心书城店', '渔语鱼酸菜鱼专门店-深业东岭', '渔语鱼酸菜鱼专门店-中洲湾店', '渔语鱼酸菜鱼专门店-万象食家店', '渔语鱼酸菜鱼专门店-欢乐海岸店', '渔语鱼酸菜鱼专门店-天河城店', '渔语鱼酸菜鱼专门店-福城天虹店', '渔语鱼酸菜鱼专门店-红山6979店', '渔语鱼酸菜鱼专门店-卓悦中心店', '渔语鱼酸菜鱼专门店-中航店', '鱼道酸菜鱼深圳银湖分店', '渔语鱼酸菜鱼专门店-万科店', '渔语鱼酸菜鱼专门店-方大广场店', '渔语鱼酸菜鱼专门店-壹海城店', '渔语鱼酸菜鱼专门店-万象汇店', '渔语鱼酸菜鱼专门店-天安云谷', '渔语鱼酸菜鱼专门店-万象城三期店', '食鱼客酸菜鱼炸酱面深圳田寮店', '渔语鱼酸菜鱼专门店-万象天地店', '爱鱼者酸菜鱼（阳光海景店）', '深圳市宝安区沙井街道爱鱼者酸菜鱼饭店', '唆鱼酸菜鱼烤鱼（东门町一楼店）', '深圳鱼你酸菜鱼店']"
359,春妮馅饼,"['春', '--春--']"
360,洪小拳,['洪']
361,东方肥牛王,"['牛王庙', '牛杂王', '牛魔王']"
362,丰茂烤串,"['丰茂烤串', '茂', '烤串']"
363,合兴发茶冰室,"['合兴', '茶饭冰室']"
364,阿慧石磨坊,"['阿慧石磨坊', '石磨坊', '阿慧石磨坊樟坑店', '阿慧石磨坊深圳东龙店', '阿慧石磨坊广州新墩路店', '石磨', '阿慧石磨坊马蹄山店', '慧', '阿慧', '阿慧石磨坊(宝安裕安市场店)', '阿慧石墨坊', '阿惠石磨坊']"
365,包司令,['令']
366,一绪寿喜烧,"['一绪寿喜烧', '一绪寿喜烧中航城店']"
367,刘福记桂林米粉,"['刘福记桂林米粉深圳坪山大道店', '福记', '刘福记欣玲桂林米粉', '强记桂林米粉', '蔡记桂林米粉', '龙记桂林米粉', '阳记桂林米粉', '福星桂林米粉', '于记桂林米粉', '龍记桂林米粉', '周记桂林米粉', '陈记桂林米粉', '陆福桂林米粉', '宗记桂林米粉', '喵福桂林米粉', '韦记桂林米粉', '发记桂林米粉', '漓记桂林米粉', '发记桂林米粉店', '金记桂林米粉店', '龙记桂林米粉店', '福旺桂林米粉店', '汤记桂林米粉店', '丘记 桂林米粉']"
368,小高米线,"['小高', '高']"
369,嘉旺餐饮,"['嘉旺', '深圳市嘉旺餐饮连锁有限公司', '餐饮', '嘉嘉旺餐饮店', '泽嘉餐饮', '旺康餐饮', '嘉旺饮食']"
370,舌尖上的嘿小面,"['嘿、嘿', '小面佬', '小厂面', '舌尖上的牛肉面']"
372,左庭右院,"['左', '广东省深圳市龙岗区左庭右院业主大会']"
373,挪瓦咖啡,"['挪瓦咖啡', 'NOWWA挪瓦咖啡', '壹茶到底•挪瓦咖啡（沙井店）']"
374,猪拉虎,"['猪拉虎', '猪拉虎（八号仓店）', '猪拉虎鸡扒吐司（壹方城店）', '猪拉虎鸡扒吐司（领展中心城店）', '猪拉虎炸鸡吐司（宝能环球汇店）', '猪拉虎创意吐司（悦方广场店）', '猪拉虎创意吐司（龙岗万科店）', '猪拉虎创意吐司（华润1234店）', '猪拉虎炸鸡吐司（勤诚达店）', '猪拉虎创意吐司（来福士店）', '猪拉虎创意吐司（益田假日店）', '猪拉虎炸鸡吐司（横岗天虹店）', '猪拉虎鸡扒吐司（罗湖水贝IBC店）', '猪拉虎创意吐司（西乡汇一城店）', '猪拉虎鸡扒吐司（华强北乐淘里店）', '猪拉虎创意吐司（光明中粮云景店）', '猪拉虎鸡扒吐司（永新汇店）', '猪拉虎现烤鸡腿三明治', '猪拉虎现烤鸡腿三明治（泰华梧桐岛店）', '猪拉虎（丰盛町店）', '猪拉虎炸鸡吐司（华南城万达店）', '猪拉虎创意土司', '猪拉虎（深圳福田平安金融店）']"
375,满分炸串,['满分炸串（深圳龙华保利悦都花园店）']
376,达美乐,"['达美乐', '深圳达美乐餐饮管理有限公司']"
377,嘎嘎鸭脑壳,"['嘎嘎', '深圳市宝安区享嘎嘎鸭脑壳餐厅']"
378,旬野菜,['旬野菜日式涮涮锅专门店']
379,啊爆柠檬茶,"['啊爆柠檬茶（大浪商业中心店）', '爆柠檬', '手爆柠檬茶', '阿爆柠檬茶', '爆打柠檬茶餐饮店']"
380,古老东方包子,"['古老东方包子店', '古老东方', '古老东方包子深圳宝安店', '古老东方小吃包子店']"
381,柠季,"['柠季', '柠季手打柠檬茶（宝能环球汇店）', '柠季手打柠檬茶（深圳海岸城保利店）', '柠季·手打柠檬茶（深圳大学城店）', '柠季·手打柠檬茶（深圳东门老街店）', '柠季·手打柠檬茶（深圳笋岗店）', '柠季·手打柠檬茶（深圳华强北店）', '柠季·手打柠檬茶（宝能环球汇店）', '柠季·手打柠檬茶（深圳星光城店）', '柠季·手打柠檬茶（东莞长安万达店）', '柠季·手打柠檬茶（深圳皇庭广场店）']"
382,荷田水铺,['荷田水铺（深圳宽新科技店）']
384,南门涮肉,['南门涮肉-老北京铜火锅(新安店)']
385,马记永兰州牛肉面,"['马记永', '兰州牛肉面', '兰', '马记永·兰州牛肉面(深圳西乡天虹店)', '马俊兰州牛肉拉面', '马云华兰州牛肉面', '蘭州牛肉面', '伊兰牛肉面', '兰州牛肉拉面', '马西兰州牛肉拉面店']"
386,霸碗盖码饭,"['霸碗盖码饭', '深圳市霸碗盖码饭', '霸碗盖码饭（深圳百泰广场店）', '霸碗盖码饭（深圳福年广场店）', '霸碗盖码饭（深圳梅林卓悦汇店）', '霸碗盖码饭（深圳坂田乐荟中心店）', '霸碗盖码饭（深圳凤凰大厦店）', '霸碗盖码饭（深圳鸿荣源壹方里店）', '霸碗盖码饭（深圳田厦金牛广场店）', '霸碗盖码饭（深圳壹方天地店）', '霸碗盖码饭（深圳卓越INTOWN店）', '霸碗盖码饭（深圳福田中心大厦店）', '霸碗盖码饭（深圳万科天誉店）', '霸碗盖码饭（深圳固戍华丰国际店）', '霸碗盖码饭（深圳中科纳能店）', '霸碗盖码饭（深圳宝能中心店）', '霸碗盖码饭（深圳科兴店）', '霸碗盖码饭（深圳创益科技大厦店）', '霸碗盖码饭（深圳湾生态科技园店）', '深圳市霸碗盖码饭福田天安店', '霸碗盖码饭（深圳阳光高尔夫大厦店）', '霸碗盖码饭（深圳沙井名豪丽城店）', '霸碗盖码饭（鸿荣源壹方里店）', '霸碗盖码饭（福年广场店）', '霸碗盖码饭（深圳海岸城店）', '霸碗盖码饭（深圳西丽益田店）', '霸碗盖码饭（深圳枢纽中心店）', '霸碗盖码饭（星河cocopark店）', '霸碗盖码饭（深圳天安云谷店）', '霸碗盖码饭（深圳黄贝岭店）', '霸碗盖码饭（梅林卓悦汇店）', '霸碗盖码饭（深圳西乡智慧城店）', '霸碗盖码饭（深圳金地龙城中央店）', '霸碗盖码饭（深圳水贝IBC店）', '霸碗盖码饭（深圳观澜富士康店）', '霸碗盖码饭（金牛广场店）', '霸碗盖码饭（科兴店）', '霸碗盖码饭（深圳创智云城店）', '霸碗盖码饭（香槟国际店）', '霸碗盖码饭（深圳龙光玖钻店）', '霸碗盖码饭（宝能中心店）', '霸碗盖码饭（深圳坂田百瑞达店）', '霸碗盖码饭（大浪商业中心店）', '霸碗盖码饭（深圳国贸店）', '霸碗盖码饭（凤凰大厦店）', '霸碗盖码饭（深圳天健创智中心店）', '霸碗盖码饭（深圳博今国际店）', '霸碗盖码饭（百瑞达店）', '霸碗盖码饭（天安云谷店）', '霸碗盖码饭（深圳福田天安店）', '霸碗盖码饭（深圳坪洲财富港店）', '霸碗盖码饭（明腾大厦店）', '霸碗盖码饭（深圳勤诚达K店）', '霸碗盖码饭（深圳平湖凤凰广场店）', '霸碗盖码饭（壹方天地店）', '霸碗盖码饭（中心商务大厦店）', '霸碗盖码饭（万科天誉店）', '霸碗盖码饭（枢纽中心店）', '霸碗盖码饭（中科纳能店）', '霸碗盖码饭（香缤国际店）', '霸碗盖码饭（深圳明腾大厦店）', '霸碗盖码饭（深圳星河cocopark店）', '霸碗盖码饭（深圳中粮商务公园店）', '霸碗盖码饭（星河店）', '霸碗盖码饭（深圳和中心店）', '霸碗盖码饭(清湖店)', '霸碗盖码饭（深圳固戌华丰国际店）', '霸碗盖码饭（深圳安吉尔店）', '霸碗盖码饭（深圳汇海广场店）', '霸碗盖码饭（益田假日里店）', '霸碗盖码饭（沙井名豪丽城店）', '霸碗盖码饭（深圳皇庭广场店）', '霸碗盖码饭（创智云诚店）', '霸碗盖码饭（深圳大浪商业中心店）', '霸碗盖码饭（观澜富士康店）', '霸碗盖码饭（深圳民治优城店）', '霸碗盖码饭（水贝IBC店）', '霸碗盖码饭（深圳中粮云景广场店）', '霸碗盖码饭（卓悦INTOWN店）', '霸碗盖码饭（皇庭广场店）', '霸碗盖码饭（天利名城店）', '霸碗盖码饭（中粮商务公园店）', '霸碗盖码饭（西乡智慧城店）', '霸碗盖码饭（天健创智中心店）', '霸碗盖码饭（龙光玖钻店）', '霸碗盖码饭（坂田百瑞达店）', '霸碗盖码饭（金地龙城中央店）', '霸碗盖码饭（深圳岗厦连城店）', '霸碗盖码饭（博今国际店）', '霸碗盖码饭（勤诚达店）', '霸碗盖码饭（安吉尔店）', '霸碗盖码饭（深圳福永智美汇志店）', '霸碗盖码饭（南山田厦店）', '霸碗盖码饭（民治优城店）']"
389,小杨生煎,"['小杨生煎 YANG S DUMPLING', '小杨', '杨生', '小杨生煎（深圳仁恒梦中心店）', '小杨生煎(深圳卓悦汇)', '小杨生煎(深圳华强北茂业)', '小杨生煎(深圳大仟里)']"
390,魔都三兄弟,"['魔都三兄弟', '弟']"
392,怂重庆火锅厂,"['怂重庆火锅厂', '怂', '重庆火锅', '重庆爽火锅', '重庆小火锅', '呆呆樂重庆火锅厂']"
394,格瑞思面包,"['瑞思', '面包屋', '面包里', '面包车', '面包多']"
395,乐凯撒披萨,"['乐凯撒披萨', '凯', '乐凯撒比萨']"
396,酥小蒙牛肉饼,"['小蒙', '酥小满牛肉饼', '酥小满牛肉饼店', '酥小满牛肉饼（新沙天虹店）', '酥小满牛肉饼（光明大仟里店）', '深圳市龙岗区酥小满牛肉饼店', '香酥牛肉饼']"
397,幸福侯彩擂,"['幸福侯彩擂', '彩', '深圳市宝安区福海幸福侯彩擂鸿桥餐厅', '幸福.侯彩擂自动售卖机贩卖机']"
400,小满茶田,"['小满', '小满茶']"
402,大家乐,"['大家乐', '华南大家乐', '七坊大家乐', '大家乐便利店', '广州大家乐食品实业有限公司', '大家乐便利店下沙八坊店', '铁岗大家乐', '金谷大家乐', '大家乐烧味一品（侨城店）', '家乐', '大家乐饭店深圳张屋店', '大家乐快餐', '大家乐鸡煲新秀店', '大家乐烧烤', '大家乐水族馆', '大家乐烧鹅', '大家乐(宝能太古城店)', '深圳市龙华区大家乐娱乐室', '大家乐(海雅缤纷城店)', '大家乐(来福士广场店)', '大家乐(海岸城店)', '大家乐(星河盛世店)', '大家乐(益田假日店)', '大家乐蔬菜店', '大家乐(福民佳园店)', '大家乐童装店', '大家乐(机场卫星厅)', '大家乐牛肉米线', '大家乐(连城新天地店)', '大家乐(东海店)', '大家乐生活超市', '大家乐(广富百货店)', '大新美家乐']"
403,同庆楼,['同庆楼']
404,谷连天,['连']
405,笼香汤包,"['笼香汤包', '深圳市笼香汤包', '深圳市宝安区笼香汤包包子店', '笼香汤包深圳松岗店', '笼香汤包碧头店', '市南山区桃源陈周圆笼香汤包店', '笼香汤包桂花店', '笼香汤包东莞黄江店', '笼香汤包景晖丽苑店', '深圳笼香汤包', '笼香汤包餐饮店', '笼香汤包坪山店', '笼香汤包石厦港店', '笼香汤包横岭新村店', '笼香汤包东莞天堂围店', '笼香汤包根竹园店', '深圳福瑞路笼香汤包', '飘香汤包', '麦香汤包', '露香汤包', '晨香汤包', '笼鲜汤包', '宠香汤包']"
406,可莎蜜兒,['莎']
407,云味馆,"['云味馆', '云南滇味馆']"
409,蜀都丰,['深圳市宝安区蜀都丰餐饮店']
410,阿叔猪扒包,"['阿叔猪扒包', '猪扒包', '三碗粉、澳门阿叔猪扒包']"
412,今度烘焙,['今日烘焙']
413,馍界传奇,"['馍界传奇', '馍界传奇天虹店']"
414,文通冰室,"['文通冰室', '文']"
415,禄鼎记,['禄记']
416,茶理宜世,['茶理宜世']
417,贻庆鸡爪,['鸡爪']
418,卤咖,"['卤咖', '宴问卤咖深圳福永花苑店', '宴问卤咖元分店', '惠州宴问卤咖']"
420,张拉拉兰州手撕牛肉面,"['张拉拉兰州手撕牛肉面深圳机场店', '手工牛肉面', '兰州手工牛肉面']"
421,雪冰,"['弥雪冰城', '蜜雪冰茶', '雪冰中航店']"
423,粮帮主,"['粮帮主', '粮帮主汤包', '粮帮主深圳宝安中心店', '深圳市南山区荣儿粮帮主水煎包店', '深圳市粮帮主', '粮帮主深圳和平店', '粮帮主中骏四季阳光店', '粮帮主水煎包', '粮帮主深圳宝雅苑店', '深圳市粮帮主同昌路店', '粮帮主深圳市比亚迪店', '粮帮主上川店', '深圳市宝安区新安街道粮帮主水煎包店']"
424,嘻游记,['嘻游记']
425,英歌魂,"['英', '英歌魂（下水径店）', '英歌魂（爱联店）', '英歌魂（凤凰路店）', '英歌魂（固戍店）', '深圳市罗湖区东门英歌魂茶饮店', '英歌魂（金世界百货店）', '英歌魂（五和地铁站店）', '英歌魂（上合店）', '英歌魂（岗头店）', '英歌魂（家乐福店）', '英歌魂（大芬店）', '英歌魂（坑梓店）', '英歌魂（壹海城店）', '英歌魂（光明蓝鲸世界店）', '英歌魂（沙井京基店）', '英歌魂（招商路店）', '英歌魂（白石洲店）', '英歌魂（IBC店）', '英歌魂（龙城禾田店）', '英歌魂（后浪新天地店）', '英歌魂（华强龙胜店）', '英歌魂（深职院店）', '英歌魂（上河坊店）', '英歌魂（壹城中心店）', '英歌魂（车公庙店）', '英歌魂（公明广场店）', '英歌魂（五和大道店）', '英歌魂（坪地店）', '英歌魂（草埔店）', '英歌魂（梅华店）', '英歌魂（西乡天虹店）']"
426,钟薛高,['钟']
427,Peet's Coffee,"['PeetsCoffee', 'S.coffee', '集星贸易商行-S', 'SEESCOFFEE', 'PeetsCoffee(深圳海雅缤纷城店)', 'PeetsCoffee(深圳平安金融中心店)', 'The PEAT Coffee', 'Time.is coffee', 'APEXONE COFFEE', 'INSPEED COFFEE', 'GeeCoffee', 'Per Se COFFEE朴时咖啡', 'PeetsCoffee(深圳万象城店)', 'PeetsCoffee(深圳中洲湾店)', 'PeetsCoffee(深圳卓悦汇店)']"
428,陈香贵,"['陈香贵', '陈', '深圳陈香贵餐饮管理有限公司', '陈香', '陈香贵·兰州牛肉面(深圳海岸城)', '陈香贵·蘭州牛肉面(深圳连城新天地店)']"
429,日日香鹅肉饭店,"['日日香鹅肉饭店', '饭店', '尚顶香鹅肉饭店']"
430,金光鸽王,"['金光鸽王（南山西丽店）', '金光鸽王（龙城广场店）', '金光鸽王（华侨城店）', '金光鸽王（龙华大浪店）', '金光鸽王（壹方天地店）', '金光鸽王（凯德店）', '金光鸽王（海上世界店）', '金光鸽王（华侨城大厦店）', '金光鸽王（福田店）']"
431,陶陶居,"['陶陶居酒家', '陶陶居深圳海岸城店', '陶陶居酒家（万象前海店）', '金牌陶陶居（万象天地店）', '陶陶居酒家（宝安壹方城店）', '陶陶', '待山东老家黄林（陶陶居月饼）确认收款', '深圳乐陶陶']"
432,同仁四季音乐主题餐厅,"['同仁四季', '同仁四季音乐主题餐厅（壹方城店）', '同仁四季音乐主题餐厅（罗湖国贸旗舰店）', '同仁四季音乐主题餐厅（万科里店）', '同仁四季音乐主题餐厅（中心城店）', '同仁四季音乐主题餐厅（南山LOFT店）', '同仁四季音乐主题餐厅（车公庙店）', '同仁四季音乐主题餐厅（海岸城保利店）', '同仁四季音乐主题餐厅（丹竹头店）', '椰荟四季音乐主题餐厅（华强北店）', '椰荟四季音乐主题餐厅大芬店']"
433,桃佰园灌汤包,"['桃园灌汤包', '桃佰园', '灌汤包', '桃香园灌汤包', '桃园灌汤包（建设集团店）', '桃园灌汤包（招商中环店）', '桃园灌汤包（佳园店）', '桃园灌汤包（坪山中心公馆店）', '灌汤鲜包', '桃园灌汤包（石厦店）', '桃园灌汤包（深业东岭店）', '桃园灌汤包（现代之窗店）', '桃园灌汤包(黄贝岭)', '桃源灌汤包', '福园灌汤包', '梨园灌汤包', '汤包店', '汤·包']"
435,蚝蚝先生,"['蚝蚝先生西丽宝能店', '蚝蚝先生蓝鲸店', '蚝蚝先生龙光玖钻店', '蚝蚝先生上水径店', '蚝蚝先生民治店', '蚝蚝先生金地龙城店', '蚝蚝先生优城店', '蚝蚝先生上合店', '蚝蚝先生前海店', '蚝蚝先生壹城中心店', '蚝蚝先生梅林店', '蚝蚝先生南山枫叶店', '蚝蚝先生白石龙店', '蚝蚝先生坂田乐荟店', '蚝蚝先生云城店', '蚝蚝先生大浪分店', '蚝先生', '蚝好先生']"
437,民强茶铺,['强']
438,拾味馆,"['拾味馆餐饮管理有限公司-深国投店', '拾味馆深圳深国投店', '深圳市龙岗区拾味馆']"
439,寂寞的鸭子,['鸭才子']
441,老盛昌汤包,"['昌', '老盛']"
442,广州酒家,"['广州酒家', '广州酒家福星店', '广弘酒家']"
443,莫卡乡村,['莫']
444,天宝楼,['天宝']
445,香港食盈碗仔翅,['盈']
446,新白鹿,['新白鹿深圳京基kkone店']
447,客语,"['客语-客家菜（光明龙光店）', '客语-客家菜（深业上城店）', '客语-客家菜（龙岗万达店）', '客语KKONE店', '客语花园城店', '客语-客家菜（金光华店）', '客语深国投店', '客语-客家菜（宝安大仟里店）', '客语-客家菜（仁恒梦中心店）', '客语-客家菜（福田卓悦汇店）', '客语-客家菜(观澜湖新城店)', '客语-客家菜（南山益田假日店）', '客语客家菜龙岗万科店', '客语马成时代店', '客语-客家菜(布吉万象汇店)', '客语-客家菜（海岸城概念店）', '客语-河鲜臻选店（笋岗万象食家）', '客语-客家菜（宝安海雅店）', '客语-客家菜（万象天地店）', '客语（龙华店）', '客语（坂田店）', '客语-客家菜(世纪汇店)', '客语（福永店）', '客语-客家菜（西丽万科店）', '客语-客家菜（前海万象店）', '客语-臻品客家菜（万科超总店）', '客语-客家菜（布吉万象汇店）', '客语-客家菜(福田卓悦汇店)', '客语-客家菜（KK ONE店）', '客语-客家菜（世纪汇店）', '客语-客家菜（益田广场店）']"
449,桂小厨,"['深圳市桂小厨餐饮有限公司壹方城分公司', '小厨']"
450,锅边侠,['连江石磨海鲜锅边']
451,金满蛋糕,['金冠蛋糕']
454,大快活,"['大快活', '深圳大快活快餐有限公司']"
455,西关味,"['关', '广味老西关']"
456,小满手工粉,"['满哥手工粉', '小粄手工粉', '小粄手工粉（卓越店）', '小粄手工粉（红山6979店）']"
457,紫光园,['紫园']
458,巴依老爷新疆美食,"['巴依老爷新疆美食深圳下沙店', '依', '依+依', '巴依老爷·新疆食府', '美食汇', '美食轩', '美食站', '美食坊', '美食馆', '美食家']"
459,农耕记,"['农耕记', '农耕记湖南土菜', '深圳市农耕记餐饮店(坂田)', '深圳市农耕记餐饮有限公司', '深圳市农耕记智慧科技有限公司', '待农耕记4确认收款']"
